,Rank,Name,Total,Singles,Doubles
0,1,"Sinner, Jannik","5,623,601","5,589,007","34,594"
1,2,"Zverev, Alexander","4,767,167","4,645,892","121,275"
2,3,"Alcaraz, Carlos","4,552,477","4,552,477",0
3,4,"Ruud, Casper","3,164,785","3,143,150","21,635"
4,5,"Medvedev, Daniil","2,898,730","2,882,489","16,241"
5,6,"Tsitsipas, Stefanos","2,777,237","2,673,619","103,618"
6,7,"de Minaur, Alex","2,416,521","2,378,193","38,328"
7,8,"Rublev, Andrey","2,236,943","2,199,110","37,833"
8,9,"Hurkacz, Hubert","2,078,059","2,049,959","28,100"
9,10,"Fritz, Taylor","2,015,052","1,932,270","82,782"
10,11,"Dimitrov, Grigor","1,853,054","1,844,058","8,996"
11,12,"Djokovic, Novak","1,851,615","1,851,615",0
12,13,"Paul, Tommy","1,776,530","1,747,698","28,832"
13,14,"Humbert, Ugo","1,456,325","1,432,831","23,494"
14,15,"Auger-Aliassime, Felix","1,348,325","1,330,224","18,101"
15,16,"Jarry, Nicolas","1,329,424","1,312,558","16,866"
16,17,"Khachanov, Karen","1,276,598","1,204,411","72,187"
17,18,"Baez, Sebastian","1,245,289","1,188,695","56,594"
18,19,"Korda, Sebastian","1,243,611","977,092","266,519"
19,20,"Rune, Holger","1,201,137","1,175,179","25,958"
20,21,"Bublik, Alexander","1,185,850","1,053,974","131,876"
21,22,"Thompson, Jordan","1,119,507","757,736","361,771"
22,23,"Zhang, Zhizhen","1,116,814","927,359","189,455"
23,24,"Musetti, Lorenzo","1,113,971","1,060,101","53,870"
24,25,"Griekspoor, Tallon","1,103,718","952,753","150,965"
25,26,"Tabilo, Alejandro","1,094,287","1,049,047","45,240"
26,27,"Cerundolo, Francisco","1,079,852","1,010,598","69,254"
27,28,"Shelton, Ben","1,042,583","928,299","114,284"
28,29,"Struff, Jan-Lennard","989,953","890,889","99,064"
29,30,"Norrie, Cameron","982,594","976,882","5,712"
30,31,"Lehecka, Jiri","943,678","916,015","27,663"
31,32,"Machac, Tomas","926,788","756,919","169,869"
32,33,"Etcheverry, Tomas Martin","906,354","829,017","77,337"
33,34,"Arnaldi, Matteo","846,896","826,082","20,814"
34,35,"Marozsan, Fabian","841,919","812,894","29,025"
35,36,"Davidovich Fokina, Alejandro","820,834","798,739","22,095"
36,37,"Mannarino, Adrian","811,104","743,104","68,000"
37,38,"Draper, Jack","761,509","753,831","7,678"
38,39,"Kecmanovic, Miomir","754,688","726,734","27,954"
39,40,"Vavassori, Andrea","751,190","151,065","600,125"
40,41,"Ofner, Sebastian","721,506","679,820","41,686"
41,42,"Koepfer, Dominik","709,273","590,732","118,541"
42,43,"Borges, Nuno","703,946","671,954","31,992"
43,44,"Fils, Arthur","699,013","689,015","9,998"
44,45,"Monfils, Gael","696,337","696,337",0
45,46,"Sonego, Lorenzo","671,322","626,991","44,331"
46,47,"Cobolli, Flavio","651,457","633,252","18,205"
47,48,"Tiafoe, Frances","644,457","624,360","20,097"
48,49T,"Arevalo, Marcelo","641,451",0,"641,451"
49,49T,"Pavic, Mate","641,451",0,"641,451"
50,51T,"Granollers, Marcel","638,421",0,"638,421"
51,51T,"Zeballos, Horacio","638,421",0,"638,421"
52,53,"Ebden, Matthew","638,363",0,"638,363"
53,54,"Bopanna, Rohan","627,174",0,"627,174"
54,55,"Purcell, Max","616,759","469,911","146,848"
55,56,"Lajovic, Dusan","609,849","590,824","19,025"
56,57,"Navone, Mariano","601,316","584,702","16,614"
57,58,"Bolelli, Simone","596,520",0,"596,520"
58,59,"Hanfmann, Yannick","585,835","471,139","114,696"
59,60,"Shevchenko, Alexander","581,189","567,025","14,164"
60,61,"Kotov, Pavel","574,007","563,607","10,400"
61,62,"Carballes Baena, Roberto","572,399","531,018","41,381"
62,63,"Seyboth Wild, Thiago","570,081","522,645","47,436"
63,64,"Giron, Marcos","564,356","540,648","23,708"
64,65,"Munar, Jaume","561,735","534,764","26,971"
65,66,"Darderi, Luciano","549,026","529,340","19,686"
66,67,"Popyrin, Alexei","547,151","516,047","31,104"
67,68,"Shapovalov, Denis","546,390","537,695","8,695"
68,69,"Michelsen, Alex","545,085","542,484","2,601"
69,70,"Eubanks, Christopher","539,581","475,287","64,294"
70,71,"Ruusuvuori, Emil","528,204","507,035","21,169"
71,72,"Muller, Alexandre","524,428","491,716","32,712"
72,73,"Coric, Borna","521,105","521,105",0
73,74,"Altmaier, Daniel","509,389","490,335","19,054"
74,75,"Safiullin, Roman","500,632","455,716","44,916"
75,76,"Kokkinakis, Thanasi","500,377","469,969","30,408"
76,77,"van de Zandschulp, Botic","497,518","431,029","66,489"
77,78,"Hijikata, Rinky","488,363","417,194","71,169"
78,79,"Mensik, Jakub","484,188","484,188",0
79,80,"Koolhof, Wesley","469,161","2,180","466,981"
80,81,"Nakashima, Brandon","465,061","459,559","5,502"
81,82,"Vukic, Aleksandar","463,061","440,396","22,665"
82,83,"Mektic, Nikola","459,735",0,"459,735"
83,84,"Van Assche, Luca","452,421","452,421",0
84,85,"O'Connell, Christopher","448,334","434,851","13,483"
85,86,"Cazaux, Arthur","448,061","448,061",0
86,87,"Bautista Agut, Roberto","443,291","439,481","3,810"
87,88,"Moutet, Corentin","442,765","442,765",0
88,89,"Fucsovics, Marton","440,442","422,727","17,715"
89,90,"Murray, Andy","431,556","404,186","27,370"
90,91,"Daniel, Taro","431,475","431,475",0
91,92,"Martinez, Pedro","428,733","393,195","35,538"
92,93,"Rinderknech, Arthur","422,326","407,750","14,576"
93,94,"Evans, Daniel","402,302","385,562","16,740"
94,95,"Cachin, Pedro","397,819","370,099","27,720"
95,96,"Kovacevic, Aleksandar","397,172","397,172",0
96,97,"Nagal, Sumit","394,221","391,977","2,244"
97,98,"Bergs, Zizou","389,073","383,824","5,249"
98,99,"Shang, Juncheng","389,061","388,525",536
99,100,"Diaz Acosta, Facundo","385,916","385,916",0
100,101,"Galan, Daniel Elahi","383,919","381,443","2,476"
101,102,"Nishioka, Yoshihito","370,731","358,698","12,033"
102,103,"Goffin, David","363,749","359,760","3,989"
103,104,"Gasquet, Richard","361,359","361,359",0
104,105,"Coria, Federico","351,936","349,533","2,403"
105,106,"Mpetshi Perricard, Giovanni","351,021","337,211","13,810"
106,107,"Zeppieri, Giulio","332,920","332,920",0
107,108,"Gaston, Hugo","332,294","328,108","4,186"
108,109T,"Gille, Sander","329,093",0,"329,093"
109,109T,"Vliegen, Joran","329,093",0,"329,093"
110,111,"Nardi, Luca","327,110","324,100","3,010"
111,112,"Marterer, Maximilian","327,066","327,066",0
112,113,"Monteiro, Thiago","321,481","312,786","8,695"
113,114,"Walton, Adam","319,188","295,294","23,894"
114,115,"de Jong, Jesper","318,840","316,291","2,549"
115,116T,"Krawietz, Kevin","315,060",0,"315,060"
116,116T,"Puetz, Tim","315,060",0,"315,060"
117,118,"Djere, Laslo","311,091","299,058","12,033"
118,119,"Dodig, Ivan","309,598",0,"309,598"
119,120,"Krajicek, Austin","309,548",0,"309,548"
120,121,"Wawrinka, Stan","307,093","307,093",0
121,122,"Barrere, Gregoire","304,479","277,926","26,553"
122,123,"Nys, Hugo","303,054","6,912","296,142"
123,124,"Venus, Michael","301,509",0,"301,509"
124,125,"Lestienne, Constant","297,782","286,467","11,315"
125,126,"Atmane, Terence","293,372","293,372",0
126,127,"Zielinski, Jan","292,452",0,"292,452"
127,128,"Mayot, Harold","273,077","266,660","6,417"
128,129,"McDonald, Mackenzie","268,859","232,428","36,431"
129,130,"Berrettini, Matteo","267,934","267,934",0
130,131,"Kwon, Soonwoo","263,207","250,089","13,118"
131,132,"Fognini, Fabio","259,783","257,481","2,302"
132,133,"Skupski, Neal","258,930",0,"258,930"
133,134,"Molteni, Andres","258,118",0,"258,118"
134,135,"Wolf, J.J.","252,177","252,177",0
135,136,"Nadal, Rafael","246,785","245,975",810
136,137,"Klein, Lukas","246,135","246,135",0
137,138,"Kovalik, Jozef","244,505","243,055","1,450"
138,139,"Raonic, Milos","243,119","243,119",0
139,140,"Behar, Ariel","242,132",0,"242,132"
140,141,"Duckworth, James","241,849","226,301","15,548"
141,142,"Pavlasek, Adam","241,699",0,"241,699"
142,143,"Mochizuki, Shintaro","241,486","239,417","2,069"
143,144,"Melo, Marcelo","228,396",0,"228,396"
144,145,"Grenier, Hugo","227,365","225,929","1,436"
145,146,"Gonzalez, Maximo","223,419",0,"223,419"
146,147,"Medjedovic, Hamad","221,904","221,904",0
147,148,"Moreno De Alboran, Nicolas","220,958","219,942","1,016"
148,149,"Vacherot, Valentin","220,826","213,280","7,546"
149,150,"Garin, Cristian","217,481","216,952",529
150,151,"Salisbury, Joe","217,406",0,"217,406"
151,152T,"Lammons, Nathaniel","215,923",0,"215,923"
152,152T,"Withrow, Jackson","215,923",0,"215,923"
153,154,"Ram, Rajeev","211,997",0,"211,997"
154,155,"Zapata Miralles, Bernabe","211,569","200,980","10,589"
155,156,"Meligeni Alves, Felipe","204,821","197,426","7,395"
156,157,"Glasspool, Lloyd","203,060",0,"203,060"
157,158,"Halys, Quentin","202,477","174,978","27,499"
158,159,"Ramos-Vinolas, Albert","201,380","201,380",0
159,160,"Doumbia, Sadio","201,143",0,"201,143"
160,161,"Rojer, Jean-Julien","198,387",0,"198,387"
161,162,"Reboul, Fabien","197,030",0,"197,030"
162,163,"Herbert, Pierre-Hugues","190,639","187,567","3,072"
163,164,"Roger-Vasselin, Edouard","190,610",0,"190,610"
164,165,"Tirante, Thiago Agustin","188,084","186,823","1,261"
165,166,"Murray, Jamie","187,120",0,"187,120"
166,167,"Kypson, Patrick","186,421","185,887",534
