,Rank,Name,Total,Singles,Doubles
0,1,"Alcaraz, Carlos","2,700,922","2,700,922",0
1,2,"Zverev, Alexander","2,363,083","2,345,693","17,390"
2,3,"Sinner, Jannik","2,150,400","2,150,400",0
3,4,"Draper, Jack","1,887,836","1,862,546","25,290"
4,5,"de Minaur, Alex","1,726,024","1,699,820","26,204"
5,6,"Rune, Holger","1,658,908","1,658,908",0
6,7,"Fritz, Taylor","1,545,706","1,545,706",0
7,8,"Mensik, Jakub","1,491,582","1,471,453","20,129"
8,9,"Djokovic, Novak","1,412,993","1,400,063","12,930"
9,10,"Tsitsipas, Stefanos","1,389,478","1,375,078","14,400"
10,11,"Shelton, Ben","1,374,665","1,315,707","58,958"
11,12,"Machac, Tomas","1,194,629","1,138,604","56,025"
12,13,"Davidovich Fokina, Alejandro","1,099,533","1,096,398","3,135"
13,14,"Auger-Aliassime, Felix","1,091,892","1,091,892",0
14,15,"Ruud, Casper","1,073,057","1,073,057",0
15,16,"Fils, Arthur","1,001,190","988,530","12,660"
16,17,"Cerundolo, Francisco","985,380","941,435","43,945"
17,18,"Rublev, Andrey","978,715","944,715","34,000"
18,19,"Shapovalov, Denis","970,819","970,819",0
19,20,"Musetti, Lorenzo","954,859","953,009","1,850"
20,21,"Medvedev, Daniil","843,940","843,940",0
21,22,"Paul, Tommy","836,001","836,001",0
22,23,"Baez, Sebastian","835,339","802,496","32,843"
23,24,"Dimitrov, Grigor","781,866","772,341","9,525"
24,25,"Griekspoor, Tallon","771,852","714,218","57,634"
25,26,"Humbert, Ugo","757,163","747,638","9,525"
26,27,"Hurkacz, Hubert","731,709","726,380","5,329"
27,28,"Lehecka, Jiri","727,772","686,017","41,755"
28,29,"Berrettini, Matteo","689,631","657,131","32,500"
29,30,"Korda, Sebastian","659,969","491,168","168,801"
30,31,"Muller, Alexandre","640,107","619,076","21,031"
31,32,"Sonego, Lorenzo","633,356","599,006","34,350"
32,33,"Khachanov, Karen","632,211","592,291","39,920"
33,34,"Monfils, Gael","613,906","613,906",0
34,35,"Borges, Nuno","609,076","519,434","89,642"
35,36,"Nakashima, Brandon","606,105","582,195","23,910"
36,37T,"Arevalo, Marcelo","592,135",0,"592,135"
37,37T,"Pavic, Mate","592,135",0,"592,135"
38,39,"Michelsen, Alex","573,644","544,344","29,300"
39,40,"Martinez, Pedro","573,384","446,001","127,383"
40,41,"Cobolli, Flavio","557,955","530,421","27,534"
41,42,"Popyrin, Alexei","556,766","449,461","107,305"
42,43,"Kecmanovic, Miomir","551,594","521,316","30,278"
43,44,"Munar, Jaume","545,515","450,536","94,979"
44,45,"Marozsan, Fabian","541,189","541,189",0
45,46,"Giron, Marcos","511,791","499,503","12,288"
46,47,"Etcheverry, Tomas Martin","486,670","437,881","48,789"
47,48,"Tiafoe, Frances","472,911","471,061","1,850"
48,49,"Bergs, Zizou","469,230","464,015","5,215"
49,50T,"Heliovaara, Harri","461,020",0,"461,020"
50,50T,"Patten, Henry","461,020",0,"461,020"
51,52,"Darderi, Luciano","456,738","402,806","53,932"
52,53,"Thompson, Jordan","455,874","283,108","172,766"
53,54,"Tien, Learner","445,892","429,532","16,360"
54,55,"Shevchenko, Alexander","444,129","429,991","14,138"
55,56,"Altmaier, Daniel","432,795","432,795",0
56,57,"Tabilo, Alejandro","421,538","369,028","52,510"
57,58T,"Cash, Julian","415,656",0,"415,656"
58,58T,"Glasspool, Lloyd","415,656",0,"415,656"
59,60,"Halys, Quentin","415,420","412,590","2,830"
60,61,"Carballes Baena, Roberto","412,367","393,089","19,278"
61,62,"Fonseca, Joao","409,452","409,452",0
62,63,"Carreno Busta, Pablo","400,477","385,054","15,423"
63,64,"Goffin, David","398,367","386,079","12,288"
64,65,"Opelka, Reilly","390,761","390,761",0
65,66,"Arnaldi, Matteo","388,606","375,260","13,346"
66,67,"Ugo Carabelli, Camilo","375,520","373,767","1,753"
67,68,"Navone, Mariano","359,586","315,635","43,951"
