,Rank,diff,pct,women,men
0,1,4112122,78.49380677143617,"SABALENKA, ARYNA","Sinner, Jannik"
1,2,8690895,53.78026037487741,"SWIATEK, IGA","Alcaraz, Carlos"
2,3,-2396458,139.5443761185735,"RYBAKINA, ELENA","Zverev, Alexander"
3,4,-2494117,145.54859189499552,"GAUFF, COCO","Fritz, Taylor"
4,5,-1998227,137.97214172375462,"ANISIMOVA, AMANDA","Auger-Aliassime, Felix"
5,6,-20600,100.39300144552037,"PEGULA, JESSICA","de Minaur, Alex"
6,7,-113822,102.2143604060173,"PAOLINI, JASMINE","Djokovic, Novak"
7,8,126017,97.40291242627379,"ANDREEVA, MIRRA","Musetti, Lorenzo"
8,9,387472,91.83454475298399,"KEYS, MADISON","Shelton, Ben"
9,10,551965,83.98706235055819,"MERTENS, ELISE","Draper, Jack"
10,11,482850,85.33446441864979,"KUDERMETOVA, VERONIKA","Ruud, Casper"
11,12,482723,84.78409223798728,"ALEXANDROVA, EKATERINA","Rublev, Andrey"
12,13,369948,87.58445852408131,"BENCIC, BELINDA","Rune, Holger"
13,14,442965,85.02918525633379,"OSAKA, NAOMI","Bublik, Alexander"
14,15,583099,79.97118813891109,"OSTAPENKO, JELENA","Khachanov, Karen"
15,16,660693,77.09169245193262,"NOSKOVA, LINDA","Medvedev, Daniil"
16,17,520274,80.96632118002267,"SVITOLINA, ELINA","Davidovich Fokina, Alejandro"
17,18,578362,78.79135801065709,"SHNAIDER, DIANA","Mensik, Jakub"
18,19,572102,78.95545716083956,"SINIAKOVA, KATERINA","Cobolli, Flavio"
19,20,565222,78.94487848143798,"MUCHOVA, KAROLINA","Lehecka, Jiri"
20,21,239031,89.81814758619163,"TOWNSEND, TAYLOR","Machac, Tomas"
21,22,204388,91.0468878881023,"TAUSON, CLARA","Paul, Tommy"
22,23,236108,89.62743501002076,"SAMSONOVA, LIUDMILA","Cerundolo, Francisco"
23,24,91845,95.5430409907265,"NAVARRO, EMMA","Tsitsipas, Stefanos"
24,25,155943,92.36725550015443,"ERRANI, SARA","Shapovalov, Denis"
25,26,222944,88.95144700541218,"KOSTYUK, MARTA","Rinderknech, Arthur"
26,27,289825,85.61813843903272,"SIEGEMUND, LAURA","Norrie, Cameron"
27,28,275865,85.74439806235641,"HADDAD MAIA, BEATRIZ","Munar, Jaume"
28,29,270432,85.88174857659551,"FERNANDEZ, LEYLAH","Tiafoe, Frances"
29,30,330001,82.67301077577946,"ZHENG, QINWEN","Griekspoor, Tallon"
30,31,386290,79.46848413111384,"KALINSKAYA, ANNA","Nakashima, Brandon"
31,32,372103,80.03563618258259,"KENIN, SOFIA","Sonego, Lorenzo"
32,33,324391,82.05358293781704,"KASATKINA, DARIA","Tien, Learner"
33,34,319264,81.95983590809949,"RADUCANU, EMMA","Fonseca, Joao"
34,35,303554,82.64833605137237,"BUCSA, CRISTINA","Darderi, Luciano"
35,36,281010,83.7197863602156,"VONDROUSOVA, MARKETA","Cash, Julian"
36,37,270356,84.23806264524157,"MBOKO, VICTORIA","Glasspool, Lloyd"
37,38,288310,82.98529042918898,"PAVLYUCHENKOVA, ANASTASIA","Borges, Nuno"
38,39,349329,79.26883764984038,"BADOSA, PAULA","Michelsen, Alex"
39,40,349676,78.80878662431769,"BOUZAS MANEIRO, JESSICA","Popyrin, Alexei"
40,41,353628,78.52910514866021,"KREJCIKOVA, BARBORA","Humbert, Ugo"
41,42,279591,81.98419893796141,"KESSLER, MCCARTNEY","Heliovaara, Harri"
42,43,299763,80.68439050699101,"VEKIC, DONNA","Patten, Henry"
43,44,303751,80.39223154067815,"YASTREMSKA, DAYANA","Moutet, Corentin"
44,45,312736,79.68419609802173,"STEARNS, PEYTON","Muller, Alexandre"
45,46,324774,78.84485484311175,"KRUEGER, ASHLYN","Vacherot, Valentin"
46,47,357142,76.62270165539722,"LYS, EVA","Zeballos, Horacio"
47,48,343552,77.25249026011002,"SAKKARI, MARIA","Diallo, Gabriel"
48,49,344620,77.0134722850324,"FRECH, MAGDALENA","Granollers, Marcel"
49,50,329995,77.7591386051264,"PUTINTSEVA, YULIA","Altmaier, Daniel"
50,51,320296,78.066169365801,"LI, ANN","Etcheverry, Tomas Martin"
51,52,316597,78.26109048512009,"COLLINS, DANIELLE","Baez, Sebastian"
52,53,309427,78.58946353088031,"CRISTIAN, JAQUELINE","Marozsan, Fabian"
53,54,303892,78.861819155633,"KARTAL, SONAY","Fils, Arthur"
54,55,307404,78.58698211332731,"BAPTISTE, HAILEY","Bergs, Zizou"
55,56,302569,78.84844328585979,"LINETTE, MAGDA","Arevalo, Marcelo"
56,57,316730,77.85849654766473,"ROUTLIFFE, ERIN","Pavic, Mate"
57,58,325821,76.77085836056176,"CIRSTEA, SORANA","Dimitrov, Grigor"
58,59,310672,77.53201632709738,"ZHANG, SHUAI","Kecmanovic, Miomir"
59,60,329564,76.05687114269004,"JOINT, MAYA","Korda, Sebastian"
60,61,311083,77.05752378817134,"BOUZKOVA, MARIE","Skupski, Neal"
61,62,302690,77.51537836992621,"BOISSON, LOIS","Giron, Marcos"
62,63,272369,79.20896528402763,"DANILOVIC, OLGA","Salisbury, Joe"
63,64,288660,77.88432365839532,"DABROWSKI, GABRIELA","Martinez, Pedro"
64,65,294344,77.35440861373228,"WANG, XINYU","Thompson, Jordan"
65,66,277719,78.15202538188072,"DOLEHIDE, CAROLINE","Mpetshi Perricard, Giovanni"
66,67,259760,78.94938159351301,"RAKHIMOVA, KAMILLA","Arnaldi, Matteo"
67,68,250630,79.46855649116542,"POTAPOVA, ANASTASIA","Struff, Jan-Lennard"
68,69,242619,79.98685141772073,"UCHIJIMA, MOYUKA","Opelka, Reilly"
69,70,251632,79.11564857334696,"SRAMKOVA, REBECCA","Halys, Quentin"
70,71,243701,79.58508552951228,"BOULTER, KATIE","Ugo Carabelli, Camilo"
71,72,251834,78.68663769975406,"HSIEH, SU-WEI","Bonzi, Benjamin"
72,73,232840,79.8805483164087,"JOVIC, IVA","Mannarino, Adrian"
73,74,245727,78.69734305212639,"EALA, ALEXANDRA","Hurkacz, Hubert"
74,75,256685,77.74111587089612,"BLINKOVA, ANNA","Brooksby, Jenson"
75,76,249598,77.96283494154719,"ZARAZUA, RENATA","Monfils, Gael"
76,77,242622,78.4342901027167,"BRONZETTI, LUCIA","Fearnley, Jacob"
77,78,230794,79.2056683145792,"MARIA, TATJANA","Berrettini, Matteo"
78,79,251016,77.29001158949835,"LAMENS, SUZAN","Dzumhur, Damir"
79,80,253254,77.01650338734635,"KUDERMETOVA, POLINA","Vukic, Aleksandar"
80,81,232236,78.49929453066848,"STARODUBTSEVA, YULIIA","Comesana, Francisco"
81,82,236778,77.89373442007674,"COCCIARETTO, ELISABETTA","Hijikata, Rinky"
82,83,201106,80.56988160638132,"MCNALLY, CATY","Majchrzak, Kamil"
83,84,211912,79.38470877564362,"GADECKI, OLIVIA","Bellucci, Mattia"
84,85,213400,79.16581240639748,"OSORIO, CAMILA","Navone, Mariano"
85,86,208659,79.53053218320781,"AZARENKA, VICTORIA","Shevchenko, Alexander"
86,87,208829,79.50699982139808,"SONMEZ, ZEYNEP","Bautista Agut, Roberto"
87,88,204231,79.58808572902049,"BIRRELL, KIMBERLY","Tabilo, Alejandro"
88,89,196699,80.14521221615686,"SUN, LULU","Walton, Adam"
89,90,184222,80.87775368464102,"RUSE, ELENA-GABRIELA","Bu, Yunchaokete"
90,91,166015,82.37673854750737,"JABEUR, ONS","Quinn, Ethan"
91,92,160006,82.84239399677878,"PARRY, DIANE","Krawietz, Kevin"
92,93,169564,81.81747994243838,"BABOS, TIMEA","Puetz, Tim"
93,94,167467,81.96578315692214,"PARKS, ALYCIA","van de Zandschulp, Botic"
94,95,171073,81.33578737550228,"ARANGO, EMILIANA","Kovacevic, Aleksandar"
95,96,172492,81.12281247024653,"STEFANI, LUISA","Jarry, Nicolas"
96,97,174925,80.74654004565576,"YUAN, YUE","Vavassori, Andrea"
97,98,177443,80.30959924098251,"TOMLJANOVIC, AJLA","Goffin, David"
98,99,155845,82.20801253071028,"GRACHEVA, VARVARA","Cilic, Marin"
99,100,145248,83.11748994009388,"BONDAR, ANNA","Medjedovic, Hamad"
100,101,132314,84.27542079299111,"VOLYNETS, KATIE","Fucsovics, Marton"
101,102,147341,82.42890636366455,"JACQUEMOT, ELSA","Carreno Busta, Pablo"
102,103,172225,79.43383180940485,"SIERRA, SOLANA","O'Connell, Christopher"
103,104,178559,78.66321726453648,"TOMOVA, VIKTORIYA","Bolelli, Simone"
104,105,176453,78.71713997961608,"GOLUBIC, VIKTORIJA","Cazaux, Arthur"
105,106,174255,78.82569520812194,"SHERIF, MAYAR","Gaston, Hugo"
106,107,169875,78.91833530860826,"HON, PRISCILLA","Nardi, Luca"
107,108,170017,78.89612968893523,"AVANESYAN, ELINA","de Jong, Jesper"
108,109,185259,76.92977278331105,"MUHAMMAD, ASIA","Royer, Valentin"
109,110,169644,78.31767865062557,"PERA, BERNARDA","Atmane, Terence"
110,111,182470,76.56910105578369,"SCHUURS, DEMI","Nishioka, Yoshihito"
111,112,238544,69.09795630725864,"BEGU, IRINA-CAMELIA","McDonald, Mackenzie"
112,113,242691,68.3683071789792,"ZAKHAROVA, ANASTASIA","Carballes Baena, Roberto"
113,114,248083,67.53078308396243,"JEANJEAN, LEOLIA","Safiullin, Roman"
114,115,250680,67.12915065281445,"RUS, ARANTXA","Duckworth, James"
115,116,233220,68.45748414556462,"SASNOVICH, ALIAKSANDRA","Harrison, Christian"
116,117,231332,68.60630175579543,"DANILINA, ANNA","Ofner, Sebastian"
117,118,227422,68.89611020160865,"GALFI, DALMA","Schoolkate, Tristan"
118,119,224497,69.14321450906816,"NICHOLLS, OLIVIA","King, Evan"
119,120,203643,70.39999534872227,"TEICHMANN, JIL","Kopriva, Vit"
120,121,192900,71.20530216520005,"MASAROVA, REBEKA","Mektic, Nikola"
121,122,165602,74.18820870513969,"GIBSON, TALIA","Djere, Laslo"
122,123,146049,76.41940645277955,"BURRAGE, JODIE","Collignon, Raphael"
123,124,156345,74.54016952050611,"MINNEN, GREET","Harris, Billy"
124,125,137374,76.66326911969557,"WANG, XIYU","Lajovic, Dusan"
125,126,136161,76.75191697954709,"GARCIA, CAROLINE","Wong, Coleman"
126,127,142166,75.56516911674976,"KALININA, ANHELINA","Boyer, Tristan"
127,128,139760,75.85253042190688,"VALENTOVA, TEREZA","Basilashvili, Nikoloz"
128,129,139388,75.79077538713778,"DART, HARRIET","Hanfmann, Yannick"
129,130,139227,75.73778890741892,"SEVASTOVA, ANASTASIJA","Mochizuki, Shintaro"
130,131,144257,74.64999358592488,"JONES, FRANCESCA","Faria, Jaime"
131,132,144632,74.56568111436053,"RUZIC, ANTONIA","Nava, Emilio"
132,133,137583,75.3794203069721,"AIAVA, DESTANEE","Basavareddy, Nishesh"
133,134,139176,75.07191345309954,"ZHU, LIN","Tseng, Chun-Hsin"
134,135,139856,74.71740203300607,"ERJAVEC, VERONIKA","Dellien, Hugo"
135,136,139950,74.38764604257561,"KATO, MIYU","Garin, Cristian"
136,137,141432,74.00906720278448,"PEREZ, ELLEN","Nys, Hugo"
137,138,143193,73.62908750709029,"KVITOVA, PETRA","Cerundolo, Juan Manuel"
138,139,141912,73.78078972456453,"SHIBAHARA, ENA","Blanchet, Ugo"
139,140,142013,73.68736034270003,"MELICHAR-MARTINEZ, NICOLE","Passaro, Francesco"
140,141,147406,72.65519493047208,"KRUNIC, ALEKSANDRA","Doumbia, Sadio"
141,142,148812,72.28945501403106,"ITO, AOI","Herbert, Pierre-Hugues"
142,143,146333,72.54756660825976,"GUO, HANYU","Bhambri, Yuki"
143,144,143906,72.7449725188353,"TODONI, ANCA","Spizzirri, Eliot"
144,145,147166,71.95058961207775,"MIHALIKOVA, TEREZA","Riedi, Leandro"
145,146,145742,71.82095901005414,"CARLE, MARIA LOURDES","Misolic, Filip"
146,147,146686,71.61121260915341,"SELEKHMETEVA, OKSANA","Goransson, Andre"
147,148,151334,70.56148213854976,"PANOVA, ALEXANDRA","Reboul, Fabien"
148,149,149955,70.7216925597115,"MONTGOMERY, ROBIN","Holt, Brandon"
149,150,152590,70.13613803253534,"STOLLAR, FANNY","Roger-Vasselin, Edouard"
150,151,150405,70.42770265886226,"SAVILLE, DARIA","Gigante, Matteo"
151,152,144421,71.20690136408405,"HUNTER, STORM","Ram, Rajeev"
152,153,124066,74.16018411488436,"WANG, YAFAN","Coric, Borna"
153,154,116868,75.04116452354867,"MARINO, REBECCA","Wawrinka, Stan"
154,155,108446,76.22700159807792,"NIEMEIER, JULE","Venus, Michael"
155,156,107950,76.19194650410878,"KICHENOK, LYUDMYLA","Galan, Daniel Elahi"
156,157,107227,76.2858166505958,"BEJLEK, SARA","Harris, Lloyd"
157,158,107423,76.21364167788563,"GRABHER, JULIA","Molteni, Andres"
158,159,107228,76.24498494653194,"HIBINO, NAO","Moller, Elmer"
159,160,109755,75.57151155932347,"SEMENISTAJA, DARJA","Guinard, Manuel"
160,161,105978,76.11618059014295,"SEIDEL, ELLA","Tirante, Thiago Agustin"
161,162,89609,79.01743064271398,"JIMENEZ KASINTSEVA, VICTORIA","Zhang, Zhizhen"
162,163,92749,78.14605894383654,"KRAWCZYK, DESIRAE","Zielinski, Jan"
163,164,86962,79.11545315254303,"TJEN, JANICE","Cabral, Francisco"
164,165,87062,79.08440519490505,"ANDREEVA, ERIKA","Rocha, Henrique"
165,166,86625,79.13811830041591,"PARRIZAS DIAZ, NURIA","Svrcina, Dalibor"
166,167,87145,78.91677029452893,"WU, FANG-HSIEN","Evans, Daniel"
167,168,87028,78.85406466630543,"FRUHVIRTOVA, LINDA","Kym, Jerome"
168,169,87052,78.78281215725463,"STEFANINI, LUCREZIA","Miedler, Lucas"
169,170,86646,78.8558446217181,"JIANG, XINYU","Gomez, Federico Agustin"
170,171,97005,76.19515044134862,"ROMERO GORMAZ, LEYRE","Pel, David"
171,172,96603,76.1553556222,"PAQUET, CHLOE","Shang, Juncheng"
172,173,101537,74.81340182914577,"MARTIC, PETRA","Gonzalez, Maximo"
173,174,101166,74.75413190657886,"LEPCHENKO, VARVARA","Landaluce, Martin"
174,175,100219,74.88937886798126,"HOZUMI, ERI","Arends, Sander"
175,176,98234,75.21077428162624,"INGLIS, MADDISON","Zeppieri, Giulio"
176,177,98984,74.56770964476395,"FETT, JANA","Virtanen, Otto"
177,178,99629,74.35302718663038,"ANDREESCU, BIANCA","Holmgren, August"
178,179,99136,74.43650513276071,"EIKERI, ULRIKKE","Monteiro, Thiago"
179,180,98192,74.57680656603578,"UDVARDY, PANNA","McCabe, James"
180,181,96663,74.8498740711446,"KHROMACHEVA, IRINA","Krueger, Mitchell"
181,182,103432,73.0678095853101,"RIERA, JULIA","Galloway, Robert"
182,183,100535,73.58492053274198,"CHAN, HAO-CHING","Watanuki, Yosuke"
183,184,104978,72.36366508272893,"GARLAND, JOANNA","Svajda, Zachary"
184,185,109726,70.97602717079351,"JUVAN, KAJA","Andreozzi, Guido"
185,186,107096,71.42651323740891,"WALTERT, SIMONA","Seyboth Wild, Thiago"
186,187,109014,70.91331145441447,"WATSON, HEATHER","Barrios Vera, Tomas"
187,188,109002,70.80128900568158,"WEI, SIJIA","Buse, Ignacio"
188,189,109696,70.34040827362445,"XU, YIFAN","Melo, Marcelo"
189,190,106061,70.93112171484483,"WICKMAYER, YANINA","Blockx, Alexander"
190,191,107153,70.50612981894051,"ZHENG, SAISAI","Daniel, Taro"
191,192,109158,69.9186498969345,"CHWALINSKA, MAJA","Burruchaga, Roman Andres"
192,193,113968,68.22040042384697,"OLMOS, GIULIANA","Klein, Lukas"
193,194,110787,68.78509623376733,"JONES, EMERSON","Romboli, Fernando"
194,195,108712,69.09334371970445,"SNIGUR, DARIA","Eubanks, Christopher"
195,196,109870,68.64691177645622,"GAO, XINYU","Nishikori, Kei"
196,197,114049,67.38857546444166,"KAWA, KATARZYNA","Verbeek, Sem"
197,198,111964,67.76121809637888,"NGOUNOUE, CLERVIE","Peers, John"
198,199,111170,67.89814729255221,"PRIDANKINA, ELENA","Jacquet, Kyrian"
199,200,118969,65.53431388170264,"AOYAMA, SHUKO","Habib, Hady"
200,201,121967,64.61185823504664,"LIU, CLAIRE","Johnson, Luke"
201,202,120214,64.5386430678466,"WILLIAMS, VENUS","Taberner, Carlos"
202,203,117924,64.9749766101846,"ZIDANSEK, TAMARA","Tracy, JJ"
203,204,113894,65.55628472148717,"KRAUS, SINJA","Arneodo, Romain"
204,205,112218,65.82928344356341,"RAKOTOMANGA RAJAONAH, TIANTSOA","Matos, Rafael"
